"incidencerate","medincome","povertypercent","studypercap","medianage","pctunemployed16_over","pctprivatecoverage","pctbachdeg25_over","target_deathrate"
447.6,51885,16.6,0,44.7,4.9,68.1,14.7,159.5
442,35910,21.8,0,40.7,8.7,47.3,9.6,151.7
360.4,56664,10.5,0,41.5,3,71.4,14.6,181
415.1,46625,15,0,34.7,2.9,64.4,11.6,182.4
472.6,44309,18.4,0,41.1,3,65.1,12.2,180.2
440.5,38187,19.1,0,37.1,8.1,57.6,13.5,191.7
429.4,39933,23.5,0,37,9.5,51.1,11.3,211.4
457.3,39743,15.8,0,52.2,9.5,64.4,13.9,150.3
444.1,44010,16.8,38.79728419,41,9,62.1,11.7,185.4
429.2,66315,12.5,208.9405669,36.1,7.6,73.3,26.1,145.5
375,33387,23.3,0,56.5,8.5,74.4,10.7,144.6
466.8,52903,15.4,301.9706017,38.2,9.7,67.7,14.9,168.6
470.7,60179,10.8,332.3720612,42.8,5.7,78.9,12.6,165.3
501.2,52385,13.1,624.1573267,40.9,7.1,76.9,22.1,182.1
458.5,44326,13.8,74.56899123,45.6,8.5,72.3,10.5,171.1
476.1,51041,11.7,183.5720757,44.8,6.8,73.9,15.3,180.2
479.9,46890,13.6,0,45,7.3,70.9,8.5,151.2
472.4,55936,14.3,156.5242938,39.7,9,71.2,15.1,162.4
478.4,43343,15,39.81113597,42.8,6.4,70.6,13.1,179.4
484.4,47242,12.9,522.1846902,44.1,5.6,69,11.7,183.8
500.5,77823,6.6,79.6981671,43,7,83.4,22.8,168.7
509.4,60851,8.9,48.17522937,42.7,5.9,81,21.1,169.7
488.3,42703,15.3,109.9618066,44.4,8.5,72.3,12,168.5
560.4,40257,14.2,0,49.9,4.5,71.1,11.7,159.6
496.1,49252,13,78.17385866,45,8.6,71.8,9.6,191.8
442.6,51573,17.9,392.3278117,30.3,5.1,83.5,21.7,142.4
486.2,85613,7.3,149.2424492,40.1,5.9,82.4,29.3,159.1
495.4,43202,15.1,0,40.3,8.1,70.6,12.3,179.4
473.5,40230,16.5,0,43.9,7.8,66.2,9.2,183
486,44224,17.4,0,38.1,6.1,69.3,11.3,196.6
515.2,46938,14.3,14.9988001,40.1,5.7,77.6,13.2,175.2
481.8,43969,14.9,0,42.4,7.2,64.9,12.4,191.8
460.3,62692,9.1,105.5460384,40.8,5.6,81.4,20.3,154.6
457.2,52967,13.4,725.3198917,39.6,7.1,72.4,17.6,169.1
525.2,62867,11,150.73755,38.9,8.2,76,21.1,187.4
514.8,46965,10.5,0,46.4,5.2,75,11.6,189.9
478.6,45476,16.4,39.56194141,38.8,8,69.6,16.9,182.5
495.6,36902,20.2,97.28500015,44.2,8.4,65.5,9.7,198.7
462.1,37794,21.9,134.9527665,43.3,4.8,68.2,5.7,206.5
468.5,50434,11.9,97.63209623,40.9,6.9,72.6,12,162.2
458.9,48084,13.3,0,43.2,7.5,70.9,8,177.5
423.7,44531,15.1,0,42.5,8.1,70.5,9.1,172.7
425.1,42611,17,34.49623991,38.9,7.8,73.2,13.5,151.6
495.4,43810,13.3,0,43.6,6.4,67.8,9.7,183.2
393.5,48944,12.3,0,43,5.7,69.6,8,162.9
482.8,45098,15.4,127.4083721,42.3,6.9,72.5,16.3,178.3
449.7,57369,10.5,59.63207013,38.4,6.1,70.6,16.4,157.6
493.6,44903,13.2,1146.658795,44.4,7,68.4,13.2,186.1
471.7,53861,10.9,0,41.1,6.9,71.2,12,172.8
484,58283,12.8,177.4401486,39.5,8.5,70,17.3,168.4
500,44222,15.8,191.5534356,42.9,7.8,70.8,13.3,181.1
465.6,44723,16.6,0,42.4,9.1,70.4,10,170.4
501.6,43559,14.6,122.5554563,43.8,6.8,69.5,13.9,186.7
485.2,40957,16.3,559.1397849,43.5,6.4,63.3,8.2,168.3
460.1,59492,13.3,24.03889493,41.8,12,70.6,14.9,180
490.8,79576,7.1,239.2391219,41.1,6.4,83.4,26.3,161.8
490.8,54547,11.2,0,42.9,6.6,77.6,15.9,152.6
525.7,61510,10,365.6756856,41.8,7.3,77.1,17.2,172.7
479.1,54920,8.7,0,42.1,6.3,76.2,10.6,189.7
533.5,39037,25.8,742.6112099,33.7,13.9,55.7,14.9,211.7
461.5,58375,10.6,71.49368175,46,11.6,72.5,14.7,157.4
456.5,40323,14.3,0,45.8,6.9,67.2,9.2,191.9
485.5,43169,13.5,186.7349056,43.8,8.8,71.6,9.8,186.6
474.1,49117,13.1,0,39.3,5,70.1,10,159.2
455.9,45706,13.5,39.72352427,45.3,6.9,72.3,9.9,159.4
538.3,44191,14.4,0,51.8,8.7,74.2,9.8,186.2
434.1,49552,12.8,0,46.4,7.7,71.5,10.8,163.6
487.3,47360,16.3,0,43,7.4,69.5,12,174.7
432.9,47996,13.4,578.3689994,38.6,6.1,73,12.3,144.9
487.7,43810,16.2,244.7335228,45.4,8.1,67.3,10.7,199.4
496.8,44651,14.1,0,46.2,6.6,73.5,11.7,179.3
482.5,55796,10.7,96.03334278,44.2,6.5,77.7,18.1,186.3
437.2,48663,13.9,39.06402594,46.5,7.8,69.9,11.7,179.4
476.6,53536,10.1,61.46006772,46.1,5.6,77,17.1,175.3
529.8,55882,10.9,0,43.1,7.6,73.3,12.2,191.7
488.7,58471,10.2,85.80454177,40.7,7.3,75.1,14.9,170.2
473.2,68246,8,0,43.9,6.8,80.8,23.9,142.2
491.8,61923,9.3,42.47547042,43.5,8.2,78.3,19.4,184.1
469,69203,9.5,72.79521493,43.9,6.9,79,26.4,164
473.3,47278,18.3,336.2416393,37.1,9.5,63.9,16.2,173.6
430.9,35525,21.4,0,43.3,10.7,56.6,8.6,183.7
384.5,48537,16.6,6.03030833,40.9,9.9,65.2,15.9,164.3
400.8,25530,39.9,0,38.7,22.6,47.9,10,197.6
475.4,43124,16.7,246.5432581,40.5,9.2,63,12.6,177.3
437.6,30349,29.7,0,40.3,10.9,47.1,12.5,187.5
396.7,32205,27,0,39.8,14.7,54.8,9.1,212.1
442.1,55427,12.9,66.81923726,42.8,7.2,66.7,23.1,146.9
462,52436,13.7,0,35.3,9.9,66.7,14.7,175.8
468,41209,19.3,0,45.3,8.6,60.8,11,150.9
462.1,52752,16.8,452.1376348,36.5,7.7,68.4,25.9,173.7
494.2,38947,22.3,88.9774709,38.8,10.6,56.4,10.3,187.8
492.8,37537,22.5,0,41.2,13.8,54.9,9.3,215.6
428.1,34949,26.4,0,41,10.3,52.7,7.7,206.2
479.9,32268,27,0,42.8,16.2,52,9.2,194.1
459,35558,23,53.00681138,41.7,12.4,48.8,8.8,211.7
451.3,35640,25.3,0,40.8,15.9,55.5,11.6,206.8
425.3,30516,29.8,0,37.8,13.2,45.2,6.2,204.7
483.1,56388,12.8,6.558323168,35.8,8,70.3,15.8,172.9
399.8,44129,17.5,0,42.1,8.9,65,11.4,157.8
460.4,35490,23.1,0,44.1,12.8,52.4,8.6,201.9
443.6,42232,19.5,158.387329,38.2,12.1,59.7,13.9,195.5
484.6,44283,19.6,81.56872981,47.5,11.2,56.3,15.4,190.9
461.7,49659,14.7,1099.899769,37.7,7.6,66.7,20.7,175.4
389.4,48140,16.2,0,42.6,7.5,61.2,10,183.2
419.3,53203,14,0,44.1,5.1,61.3,15.6,160
412.1,47227,16,0,35.6,5.2,53.5,11.1,159.3
435.6,46705,17.3,0,38.1,7.2,61.2,10.7,182.1
403.3,40796,16.3,0,43.5,5.4,56.1,10.8,215.5
368.1,32215,34.5,9.475170316,31.2,10,34.8,11.8,131.2
466,37801,23.9,0,37.8,8.5,51.7,9.9,182.2
305.1,58425,8.6,0,40.7,1.7,74.1,15.4,136.9
374.4,39256,19.1,0,43.3,9.2,54.8,9.7,179
376.9,42966,19.4,0,34.6,4.7,42,9.4,163.3
445.8,77281,10.7,0,36.2,7.8,63.5,13.4,183
454.8,38465,20.1,0,37.6,6.4,53.2,12.1,174.1
441.6,39025,22,0,34.6,5.2,64.6,11.6,192.3
421.4,50993,13.5,0,45.7,6.8,65.3,11,167.3
437.3,39870,20.7,0,34.9,8.5,43.6,7.4,187.5
448.8,41593,14.9,0,49.3,3.1,69.3,14.3,151.8
394.5,37497,22.6,0,47.1,8.2,46.8,9.2,182.5
389.8,38655,19.3,0,37,5.2,50.6,10.9,187.2
393.8,46484,16,0,43.6,4.2,64,14,177.4
410.9,64533,9.2,61.99243692,42.4,4.9,70.6,22.9,158.3
432.1,38280,19.7,0,43.6,4.5,52,11.5,197.7
330.7,40837,26.5,0,40.8,2.8,58.6,8.2,156.8
428.1,57378,15.3,0,39.6,7,65.2,14.7,169.2
446.1,47018,14.8,0,30.6,9.5,77.7,10.5,184.5
342.6,32722,20.9,0,50.1,7.5,44.9,11.6,192.3
367,61098,9.5,0,33.5,5.2,64.5,9.4,150.1
360.8,49614,13.7,0,40.5,1.8,63.1,8.9,165.6
334.7,36627,24.1,0,38.2,10,43.8,9.2,174.1
537.2,43523,12.4,0,30.7,5.6,52.4,9,177.9
437.5,41876,20.2,0,33.4,9.5,54.9,8.2,165.4
402,41499,19.2,0,31.5,5.4,52.5,10.8,180.8
382,38304,20,0,43.5,13.6,55.7,14.4,184.1
429,45717,18,0,42.2,6.8,61.3,10.7,167.1
300.1,35924,22.1,0,43.1,13.6,58.4,11.4,151.4
328.3,36856,25,0,34.6,10.3,38.9,7.2,148
386.3,37263,19.4,0,42.9,3.9,58.1,9.6,202.7
323.8,35069,26,0,37.3,10.9,43.6,5.7,166.7
428.7,36591,19.9,0,42.9,4.4,46,10.5,196.8
436.4,55555,12.8,62.72109185,30.7,5.2,57.7,10.6,190.1
261,35554,22.5,0,49.5,4.9,57.8,20.8,122.6
436.2,61157,11,0,35.7,6.5,65.6,14.9,175.4
380.9,40081,23.4,51.46045982,31.6,8.4,47.3,14.7,142.9
388.1,41914,21.8,0,30.3,4.1,60.4,18.5,144.8
374.9,35491,23.7,0,39.8,7.2,55.5,8.8,151.9
410.4,43211,17.1,1751.105571,41.3,6.7,59.5,10,179.1
386.3,49830,10.9,0,47.6,1.8,66.5,11.5,158.1
418.6,44519,15.4,0,41.9,7.2,61.9,11.7,163.3
376.7,36898,23.7,0,37.3,8,49.7,12.9,173.5
399,88516,8.8,34.91195902,35.5,5.1,74,28,133.4
413.3,42099,16.4,0,43.5,6.6,52.1,11,156.3
410.4,46526,16.7,0,41.4,4.9,61.5,8.7,180.2
344.1,34206,26,0,31.5,5.2,47.2,7,155.7
331.1,50709,14,0,28.9,4,45.4,8.5,164.8
443.8,58333,14.3,37.24105827,37.5,7.5,68.1,19.1,191.2
259.5,49947,28,0,39.4,2,51.6,5.4,164.8
414,52814,12.5,0,50.6,6.8,63.1,22.7,157.5
435,49369,15.3,0,45.8,9.3,70.4,9.1,139.8
369.7,42291,18.3,0,38.1,6.5,49.1,10.1,179.2
512.8,49012,14.2,0,37,5.4,59.6,9.8,178.7
461.9,49261,15.3,255.0471439,40.2,7.8,62.2,13,182.3
441,50020,18.2,145.0349695,35.4,5.9,57.8,14,189.9
352.5,44795,18.6,0,40.7,6.2,60.5,7.7,198.4
424.4,61825,10.4,0,36.6,5.7,71.3,17,162.9
400.8,40213,24,0,32.5,8.1,52.6,9.1,173.4
423.4,41207,16.2,0,48.6,5.9,61.7,15.4,182.8
448,50698,12.7,178.2531194,36.4,2.3,65.3,15.1,129.1
410.4,36992,18.7,0,42.3,5.9,58,13.9,142.3
459.5,53872,12.9,0,38.9,5.5,65.9,10.8,190.7
433.8,54230,17.3,391.3594187,32.8,7.5,54.7,18.9,161.4
429.7,48461,17.1,344.589938,37.5,7.7,60.7,14,176.3
275.7,64182,10.5,1291.781043,39.3,2.1,72.1,16,116.7
387.4,35607,25.1,522.9213875,43.4,6.9,54,10.3,172.4
399.8,59569,17.5,30.8104694,30.9,6.7,72.7,25.1,149.5
411.7,66505,8.9,0,34.4,3.7,64.3,19.9,189.7
457.8,40921,20.2,0,43.4,7.8,54.3,11.5,190
341,34368,33.5,42.73991338,28.8,9.9,32.6,11.9,123
440.9,41521,21.8,0,42.4,8.9,54,9.9,186.4
390.1,50124,14.4,0,32.8,6.4,57.5,11.2,155.2
438.5,55472,12.4,0,46.9,5,64.9,17.1,167.2
409.9,44076,20.3,0,39.2,7.1,55.2,10.5,181.2
372.1,33698,25.9,0,44.5,6.4,53.6,10.9,176.8
441.6,47299,17.5,0,36.9,6.4,61.5,9.3,181.9
214.8,32086,26.7,0,39.6,5.7,34.9,6.4,110.4
476.8,43385,20.5,11.13040381,38,11.4,58.9,11,198.5
422.7,51508,13.9,0,37.3,5.3,60.9,10.8,158.9
435.8,63054,8.6,0,44.9,4.4,71.3,10.5,142.5
417.2,52030,14.9,0,40.5,5.6,60.7,7.2,166.4
409.1,52185,14.7,0,39,5.2,66.8,13.6,189.2
448.1,41017,17.7,0,40.6,11.4,56.3,7,188.9
294.6,46364,13.1,0,53.1,7.1,56.3,18.7,168
445.6,41147,21.2,55.05135505,35.9,8.8,54.7,13,187.7
385.1,36929,22.5,0,36.7,16.5,48.4,9.3,202.2
353.8,46200,20.2,0,34.6,6.6,53,7.3,164.6
444.7,55926,13.3,37.5023439,36.7,7.3,61.2,12.4,185
420.3,41079,23.4,0,39.2,4.2,56.4,7.2,179.9
424.2,43986,22.3,0,35.5,4.8,59.2,10,178.1
385.2,77764,8.3,0,43.6,4.5,75.6,26.7,132.7
411.2,44113,17.6,98.12579727,47.9,8,58.3,18.4,166.3
376.8,38750,18.5,0,52.8,7.6,56.3,12.7,183.1
297.2,39335,21,0,44.9,13.2,52.7,11.1,179
445.2,40884,22.8,0,28,11.7,56.6,16.9,164.1
352,36929,21.3,0,40.9,7.1,56,12.1,165.2
469.5,41009,18.6,323.6245955,40.3,7.4,55.7,10.7,187.3
373.6,37111,22.6,2689.577886,36.1,6.2,48.4,11.6,183.6
411.8,50699,14.4,0,40.8,8.6,64.4,14.1,215
307.1,38012,28.1,0,31.7,8.1,41.2,10.1,135.7
414.2,47041,13.8,0,44.9,4,66.4,11.9,148.2
365.5,52895,13,0,39.9,5.7,65.6,12.3,143.4
405,45159,13.5,0,44.9,7.5,54.8,12,205.4
401.7,47123,17.4,0,36.4,11.5,53.5,6.7,203.2
432.2,37256,19.6,0,39.3,8.2,50.8,9.9,201.8
318.9,60810,10.6,280.1905296,34.4,5,67.6,14.2,106.1
316.6,51481,15.5,0,42,4.3,61.7,9.9,147.1
395.8,45096,14.9,0,56.3,5.8,59,19.4,168.7
430,45719,17.7,153.6134218,30.6,6.2,63.8,17.4,163.7
303,41589,18.3,0,37.4,10.9,49.6,12.5,154.4
430.6,39649,18.9,0,44.2,4.3,58.2,10.7,186.9
432.6,43488,19.7,85.48017471,32.9,6.2,62.4,14.6,181.6
403,39030,21.5,0,35.1,5.7,57.4,7.8,165.3
423.4,34452,23.1,0,49.1,8,50,8.7,205
331.3,61896,12.5,0,31.9,3.5,59.9,13,153.2
307.6,42820,14.8,0,50.5,6.8,54.4,15.3,187.2
420.8,41587,22.1,0,37.2,6.4,52,11.7,166.6
355.1,32248,26.5,0,29.9,13.1,36.4,7.7,150.2
343.3,53440,14.3,0,38.5,6.6,65.2,13.2,155.6
279.3,32580,22.7,0,45.7,8.3,49.5,8.8,173.9
388.7,74811,9.9,80.70674274,32.1,3.4,67.6,18.3,148.3
429.4,41849,18.3,0,41.4,9.6,63,12.3,206.1
369.1,38564,17.1,0,45.5,3.6,68.4,14.7,135.8
434,41363,20.7,0,35.5,5.5,63.6,8.5,211.8
434.5,48996,14.8,0,43.6,6.6,57.5,11.5,209.9
438.1,70929,10.9,68.82965405,36.4,6.1,68.4,21.7,164.9
407.5,42839,14.6,0,31.1,4.1,59.4,9.5,179.8
425,37954,18.6,1518.056887,43.3,12.7,56.7,9.4,196.3
443.5,38895,22.7,0,30.2,8.6,58.2,15,185.9
442.2,43091,20.3,0,38.2,10.9,51.7,10.8,201.9
350,39135,20.2,0,41.6,12.1,58.5,4.6,200.7
427.3,38742,17.9,0,37.9,7.7,54.5,8.9,187.7
400.2,51222,16.8,102.859208,34.9,6.6,56.2,12.9,163.6
438.4,61773,10.7,0,31.7,5.2,61,10.5,198.4
469,54458,15.6,0,32.4,7.4,70.3,20.2,181.3
484.3,48834,16,0,38.1,8.4,62.8,10.4,200.1
466.6,40862,18.6,0,41.2,8.3,52.2,10.6,183.7
410,48822,15.5,0,38,5.7,63,8.9,187
456.8,67655,9.9,23.80158995,39.6,6.1,69.8,18.5,176.4
387.8,41813,14.6,0,32.5,3.6,55.5,10.7,142.1
323.1,44817,17.8,0,35.8,4.8,64.1,6.6,129
522.6,41401,18.5,0,43.5,10,51.4,8.2,215.6
461.8,38224,21.5,771.7443063,33.3,5.3,52.5,10.3,185.1
211.1,34258,21.8,0,41,9.6,35.2,14,66.3
428.5,47834,14.9,0,47.6,7.9,55.2,7.4,175.1
428,64636,9.7,38.382117,35.4,3.9,73.4,20.4,160
359.8,62376,11.2,0,35.9,2.2,56.2,8.1,133.1
325.4,37294,18.7,0,54.1,12,46.3,16,166.8
434.6,34340,20.1,80.28904055,44.6,7.2,53.9,10.3,201.1
345.2,39006,24.8,0,35.6,6.7,53.9,8.5,148.3
522.1,43654,16.9,0,42.7,6.7,58.5,6,217.1
419.5,43194,19,0,40.9,9.2,55,12.1,169
423,38607,18.1,0,41.9,3.4,58.9,13.3,174.2
399.9,46427,16.6,18.8430375,38.5,4.9,56.4,9.9,174.4
423.1,35701,19,0,50.4,12.1,47.7,7.7,199.9
369.6,32826,23.9,0,47.8,16.3,43.9,7.1,182.2
464.5,43087,18.6,0,43.6,12.6,54.2,8.1,215.4
443.3,51958,15.8,0,35.5,5.2,58.1,10.3,202.5
335.8,38000,20.3,0,42.1,4.9,64,10.8,153.9
412.8,50361,13.6,0,35.5,4.1,59.5,14.2,205.8
467.2,56444,14.1,0,36,3.3,64.9,10.1,203.5
382.6,55130,13.1,0,43,3.8,62.1,18.5,182
403.3,35772,22,39.36697898,36.9,7.9,48.7,9.6,193.9
275.6,49309,13.4,0,38.3,3.7,61.1,16.1,178.8
429.6,45363,18.1,529.2998888,36.1,7.2,60.9,17.1,157.5
425.4,51733,12.1,0,40.6,2.1,63.3,15.9,168.2
356.3,26699,35.4,0,29.1,13.8,23.4,6.6,136.5
457.8,44110,20.8,0,39.3,3.9,54.6,14.2,211.3
355.4,42780,15.5,0,49,6.9,56.1,11.4,172.6
350.1,60435,13.2,0,35.1,4.3,60.5,16.2,138.2
374.1,37527,20.9,0,36.1,6.4,55.8,11.2,133.2
441.1,58127,15.2,153.8463091,34,6.9,62.7,20.6,164.3
419.8,45559,15.9,169.0542517,32,5.9,63.8,16.8,178.2
424.4,38752,21.2,0,34.3,6.5,46.4,8.7,178.9
441.6,43618,14.2,0,49.6,2.6,56.4,17.2,200.7
385.4,40680,20.6,0,33.8,7.5,54.7,9.8,155.8
443,45261,15.6,0,33.9,4.7,63.2,14.7,159.3
500.3,36645,19.9,0,47.7,9.9,52.2,8.1,190.7
384.2,40442,19.3,0,42.8,11.5,59.2,7.7,188.1
424.5,46346,14.6,0,40.5,7.9,60.5,10.4,186.3
313,55918,14.3,0,31.9,4.3,57,6.7,166.7
342,37933,22.1,0,34.1,8.1,49.4,11.3,152.7
367.2,41437,22.2,0,31.7,9.3,49.5,12.8,143.9
424.9,43377,15.9,0,43.5,6.1,56.2,10.3,182.9
444.5,51003,15.8,0,35.7,6.5,61.2,12.7,165.8
472.7,39984,26.3,0,35,4.4,69.8,13.1,164.6
375.6,50589,16.1,0,29.1,8.3,55.9,13.7,163.1
481,44065,13.5,0,45.6,6.1,69.8,10.3,180.8
439.7,39444,15.4,0,41.4,6.3,65.2,13.1,172.8
434.6,40386,20.6,829.6536977,35.6,6.8,67.6,19,173.6
444.5,37911,19.2,0,41,4.5,63.1,10.3,209.2
473.6,37486,19,0,42.4,5.8,60.4,9.2,186.1
483.4,39232,18.3,0,44.1,7.4,62,10.2,222.5
365.2,33707,22.1,0,53.5,12.6,50.7,6.5,179.4
368.2,41652,14.4,0,47.4,5.2,67.2,12.9,154.1
398.7,44188,15.6,0,38.8,6.3,68.3,15.9,150
417.6,32662,22.1,0,40.6,8.3,58.1,8.2,204.4
529.5,33091,22.1,0,43.1,11.4,52.1,7,216.3
453.1,46185,16.5,578.8055373,36.5,7.6,66,18.2,188.9
461.5,40047,19.6,539.6472056,35.5,6,64.1,15.1,187.3
457.4,58976,10.6,0,38.6,8.3,73.9,12.1,203.6
472,49949,14.6,18.53533762,29.7,8,75.4,15.9,183.4
430.9,36895,18.4,0,39.8,8.8,56.1,9.2,183.2
449.5,48128,13.4,336.3811504,41,6.9,72.7,13,174.5
412,39908,18.6,0,39.6,7,62.1,11.8,178.5
463.2,41891,14.3,0,39.3,5.6,70.4,8.6,212
468.8,53804,15.7,0,36.5,9.5,71.9,9.8,191.5
497.9,37597,20,0,42.8,4.5,66.8,10,197.9
470.4,47937,16.6,0,42,5.1,69.1,13,203.2
334,34863,22.2,0,37,8.7,50.7,8.4,201.2
433.8,35345,17,0,42.9,8.7,65.5,10.3,141.8
488.3,35363,20.4,0,42.3,10.2,58.8,7.9,225.4
287.4,40165,16.1,0,44.2,10,60.6,10.3,187.4
517.2,42088,18,0,39.7,7.2,63.2,12.8,188.8
405.5,38023,15,0,44.1,4.6,59.9,9.1,180.7
421.8,37360,17.4,0,40.8,8.1,59.8,11,202.1
476.9,30661,32.2,0,39.3,12.2,43.5,8,270.5
409.2,47158,13.9,187.9345988,38,6.7,66.4,13,179.9
422.7,41376,15.8,0,44.8,5.9,63.1,9.7,140.3
510,42105,16.1,170.8963514,43.7,9.4,63.4,7.8,176.9
425.7,36867,20.7,0,46.5,11.7,50.2,9,203.7
438.4,34631,23.3,0,40.5,8.8,48.3,6.8,229.7
296,45448,14.3,0,39.7,6.1,66,11.8,185.9
425,42956,20.2,0,28.3,7.2,74,14,168.8
341.6,29415,23.9,0,45.8,7.1,48.8,6.7,167.7
433.1,51958,10.2,0,39.8,2.9,78.6,12.6,161.3
389.4,31025,22.3,0,50.7,12.6,51.6,7.5,190.2
380.6,32120,28.7,0,37.6,11.2,45.7,7.8,239.8
437.7,50548,11.6,0,39.7,4.2,76.1,10.9,174.4
467.3,40038,17.6,0,37.5,6.4,61.6,11.5,217.1
423.3,40710,21.6,1942.224405,34.4,7,71.3,15.3,163.8
500.7,44408,18.9,0,39.5,6.5,64.2,9.3,192.5
425.1,70874,6.9,301.7815518,38.3,5.6,81.8,25,152.6
413.5,38344,18.1,1216.817702,37.5,9.5,62.3,10.4,183.4
521.6,47227,15.9,0,26.8,12.7,72.3,15.8,196
451.6,34684,18.6,0,46.4,2.8,63.6,12,205
369.8,51738,11.6,0,45.1,6.2,67.7,8.2,205.2
469.5,41346,18.3,0,38.4,8.9,61.5,9,191.8
472.9,51986,15.3,0,41.5,8.2,72.9,9.2,204.2
394.3,31820,21.5,0,46.6,11.1,52.3,5.7,181.8
455,30019,25.1,0,41.6,10.1,46.7,6.3,236
465.2,74220,6.8,59.64884981,37.4,5.1,84,23.3,162.9
372.7,33986,21.7,0,49.7,9.3,58,6.1,178.8
364.9,46874,13.1,1506.780512,42.5,5.4,76,9,187.7
513.8,40376,20.3,435.95911,38.9,8.3,64.3,8.4,216.8
488.5,60093,9.6,366.7669296,40.2,7.4,76,24.4,166
445.9,41112,16.3,0,38.2,5.5,70.9,11.5,205.8
368.6,34644,18.2,0,41.3,7.4,57.9,7.9,208.7
329.9,38281,16.3,0,39.1,4,48.3,10.5,195.4
492.2,40532,20.9,0,39.7,6.8,60.5,8.5,205.4
381,27382,28.2,0,44.5,9.2,54.2,9.4,210.7
476.5,42498,16.6,163.1853786,42.4,5.8,62.2,8.8,147.4
439.5,38329,19,0,42,9.1,58,8.9,206.6
379.3,40642,16.2,0,51.3,10.8,60.3,10.9,169.4
425.4,36642,17.7,0,40.9,6,63.1,8.2,196.5
432.8,35731,18.7,787.6611958,41.5,9,54.8,12.4,173.6
385.3,33755,21.5,0,41.6,8.1,52.1,8.9,161.3
417,40267,17.5,0,40.6,5.4,59.7,10.1,194.4
453.4,52959,12.8,0,40.2,8.9,69.4,10.6,177.6
422.2,34581,25.5,0,40.1,12.2,52.9,4.3,207
520.2,30721,26.4,0,46.7,9.5,52.1,7.7,240.5
454.2,41561,17.8,0,38.1,6.3,59.5,10.1,166.7
347.7,38802,15.5,0,47.8,4.3,69.8,11,171
479.9,31600,22.7,218.9621196,41.7,9.4,48.6,7.2,203.2
485.1,35681,28.8,2369.45056,34.6,12.4,55.5,18.3,214.3
420.2,41602,15.1,0,42.6,6.5,75.2,19.8,121.4
422.9,38871,30.6,377.5864673,29.8,19.9,29.9,9.8,140.6
484.6,35740,25.2,0,34.5,13.4,43,15.9,170.1
358.7,49758,11.7,0,45.8,4.5,69.3,15.7,163.7
411.7,47520,12.7,288.2398155,49.1,3.9,68.9,20.4,129.1
453.7,42903,14.3,1300.469141,38,5.1,66.9,17.4,165.2
421.9,41004,19.4,0,41.1,4.3,53.1,17.5,136.8
444,47376,10.8,0,50.3,2.6,78.8,17.6,197.5
494.3,50540,11.7,0,41.1,2,77.3,14.2,178.3
426.1,38178,17.1,765.9481344,46.8,3.9,62.7,10.4,196.9
511.4,59102,8,0,39,3.3,78.8,11.5,162
516.8,47351,13.6,1029.48058,42.1,7,65.8,20.4,150.6
416.6,51569,13.9,774.278085,33.2,6.3,77.5,31.8,137.9
477,33428,31.8,0,31.3,14.4,33,13.7,198.9
524.5,37316,20.1,0,53.1,3.5,60.6,16,231
348.1,47902,14.4,0,53.7,7.2,66.5,16.1,113.2
485.1,43509,17.6,784.4557084,34.3,4,61.6,16.3,178
445.4,61575,10.4,0,47.7,6.6,75.5,23.1,185.5
507.5,43272,14.6,0,51.4,3.9,68.9,25.1,179.5
520.6,46926,19.6,58.26244736,39.2,9.7,64.8,10.3,194.4
478.7,43104,18.9,362.8207665,41.6,7.1,71.5,14.2,173.8
511.8,94334,6.3,30.29017992,42.8,6.8,81.9,21.8,157.1
435.2,56866,15.4,16.672723,37.7,8.6,54.5,19.3,138.8
536.3,59925,13,81.11514607,39.8,7.6,76.4,16.2,188.4
514.4,70299,14.5,44.25170369,39.3,6.9,70.3,18.4,161.7
502,83162,14.7,30.67136552,36.3,7.9,66.6,22.2,142.9
498.7,43518,18.9,9.008440909,37.8,10,66.9,11,183.7
508.7,71885,7.2,26.51945423,41.8,6,82.6,23,174.2
482.8,56508,13.2,19.40441386,39.9,7.4,71.5,16.4,175.7
468.2,48718,15.9,31.91828918,43.3,10.5,71.1,11.2,172.8
510.4,48135,15.4,0,45.5,6.4,64.5,10.1,184.2
494.3,49809,14.2,0,42.3,5.5,70.1,11.9,162.7
467.1,46849,16.6,0,42,8.2,66.4,11.1,178.7
528,85886,7.7,181.8076475,40.6,6.4,77.9,18.7,163.8
474.3,48908,16.3,0,42.2,11.5,62.2,12.3,178.8
503.6,52195,11.4,0,43.6,6.9,74.2,14.5,160.5
479.8,51880,18.7,57.18315765,30.2,5.9,79.9,22.2,159.5
477.4,56718,13.7,22.20458192,43.1,9.3,70,16.5,170.8
511.3,54585,13.3,633.8115261,45.2,6.6,72.6,15,177.9
534.1,47547,14.6,0,42.9,9.5,68.5,11.7,198.4
506.7,49191,12.9,0,43.1,7.5,71,12.3,175.5
486.7,83152,10.4,283.6963691,40.3,7.6,73.6,23.7,145.3
577.4,53783,12.3,0,41.1,7.4,74,9.7,181.1
495.3,48368,14.5,0,41.5,6.9,59.6,12.2,178.4
457.3,43043,16.4,0,42.1,9,63.9,9.3,174.4
452.5,35266,20.5,369.1058411,47.2,10.5,56.8,11.7,157.1
431.1,32508,25,3493.924454,39.7,17.6,53.2,6.6,186.1
464.7,36488,20.9,0,46.6,8.5,59.4,12.7,169.3
